idDrink,Name,Category,Alcoholic,Glass,Instructions,Thumbnail,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure1 (ml),Measure2 (ml),Measure3 (ml),Measure4 (ml),Measure5 (ml),Measure6 (ml),Measure1 (percent),Measure2 (percent),Measure3 (percent),Measure4 (percent),Measure5 (percent),Measure6 (percent)
17222,A1,Cocktail,Alcoholic,Cocktail glass,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",https://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Gin,Grand Marnier,Lemon Juice,Grenadine,,,1 3/4 *44 ml ,1 *44 ml,1/4 *44 ml,1/8 *44 ml,0,0,143,44,11,5.5,0,0,70,21,5,2,0,0
13501,ABC,Shot,Alcoholic,Shot glass,Layered in a shot glass.,https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Amaretto,Baileys Irish Cream,Cognac,,,,1/3 ,1/3 ,1/3 ,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,33,33,33,0,0,0
17837,Adam,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/v0at4i1582478473.jpg,Dark rum,Lemon Juice,Grenadine,,,,2 *30 ml ,1 *30 ml ,1 *5 ml ,0,0,0,60,30,5,0,0,0,63,31,5,0,0,0
14610,ACID,Shot,Alcoholic,Shot glass,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,https://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,151 Rum,Wild Turkey,,,,,1 *30 ml Bacardi ,1 *30 ml ,0,0,0,0,30,30,0,0,0,0,50,50,0,0,0,0
17833,A. J.,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/l74qo91582480316.jpg,Applejack,Grapefruit Juice,,,,,1 1/2 *30 ml ,1 *30 ml ,0,0,0,0,165,30,0,0,0,0,84,15,0,0,0,0
17835,Abilene,Ordinary Drink,Alcoholic,Highball glass,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/smb2oe1582479072.jpg,Dark Rum,Peach Nectar,Orange Juice,,,,1 1/2 *30 ml ,2 *30 ml ,3 *30 ml ,0,0,0,165,60,90,0,0,0,52,19,28,0,0,0
17228,Addison,Cocktail,Alcoholic,Martini Glass,Shake together all the ingredients and strain into a cold glass.,https://www.thecocktaildb.com/images/media/drink/yzva7x1504820300.jpg,Gin,Vermouth,,,,,1 1/2 *44 ml ,1 1/2 *44 ml ,0,0,0,0,242,242,0,0,0,0,50,50,0,0,0,0
11046,Applecar,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Applejack,Triple Sec,Lemon Juice,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0,33,33,33,0,0,0
11020,Algonquin,Ordinary Drink,Alcoholic,Cocktail glass,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,Whiskey,Dry Vermouth,Pineapple Juice ,,,,1 1/2 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,165,30,30,0,0,0,73,13,13,0,0,0
13332,B-53,Shot,Alcoholic,Collins Glass,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",https://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,Kahlua,Sambuca,Grand Marnier,,,,1/3 *44 ml ,1/3 *44 ml ,1/3 *44 ml ,0,0,0,14.6666666666667,14.6666666666667,14.6666666666667,0,0,0,33,33,33,0,0,0
15853,B-52,Shot,Alcoholic,Shot glass,Layer ingredients into a shot glass. Serve with a stirrer.,https://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,Baileys Irish Cream ,Grand Marnier,Kahlua,,,,1/3 ,1/3 ,1/4 ,0,0,0,0.333333333333333,0.333333333333333,0.25,0,0,0,36,36,27,0,0,0
13222,Big Red,Shot,Alcoholic,Shot glass,Pour ingredients into 1 ounce shot glass,https://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,Baileys Irish Cream,Goldschlager,,,,,1/2 *30 ml ,1/2 *30 ml ,0,0,0,0,15,15,0,0,0,0,50,50,0,0,0,0
13395,Bob Marley,Shot,Alcoholic,Shot glass,Layer in a 2 oz shot glass or pony glass,https://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,Midori melon liqueur,Jägermeister,Goldschlager,,,,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,0,0,0,15,15,15,0,0,0,33,33,33,0,0,0
11251,City Slicker,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Brandy,Triple Sec,Lemon juice,,,,2 *30 ml ,1/2 *30 ml ,1 *15 ml ,0,0,0,60,15,15,0,0,0,66,16,16,0,0,0
11005,Dry Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/6ck9yi1589574317.jpg,Gin,Dry Vermouth,Olive,,,,1 2/3 *30 ml ,1/3 *30 ml ,1,0,0,0,120,10,1,0,0,0,91,7,0,0,0,0
14688,Freddy Kruger,Shot,Alcoholic,Shot glass,make it an ample size shot!!,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,Sambuca,Vodka,,,,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,0,0,0,15,15,15,0,0,0,33,33,33,0,0,0
11368,Flying Dutchman,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Gin,Triple Sec,,,,,2 *30 ml ,1/2 *30 ml ,0,0,0,0,60,15,0,0,0,0,80,20,0,0,0,0
17198,French Connection,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Cognac,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
16485,Flaming Lamborghini,Cocktail,Alcoholic,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,Kahlua,Sambuca,Blue Curacao,Baileys Irish Cream,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,30,30,30,30,0,0,25,25,25,25,0,0
11423,Godfather,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,Scotch,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
11424,Godmother,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,Vodka,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
15427,Grand Blue,Ordinary Drink,Alcoholic,Old-fashioned glass,Serve in an old fashioned glass.,https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,Malibu Rum,Peach Schnapps,Blue Curacao,Sweet and Sour,,,1 1/2 *10 ml ,1 1/2 *10 ml ,1 1/2 *10 ml ,3 *10 ml ,0,0,55,55,55,30,0,0,28,28,28,15,0,0
13847,Jackhammer,Ordinary Drink,Alcoholic,Collins Glass,"Serve over ice- Warning,Deadly!",https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,Whiskey,Amaretto,,,,,1 *30 ml ,1 *30 ml ,0,0,0,0,30,30,0,0,0,0,50,50,0,0,0,0
11664,Lone Tree Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Sweet Vermouth,Gin,,,,,3/4 *30 ml ,1 1/2 *30 ml ,0,0,0,0,22.5,165,0,0,0,0,12,88,0,0,0,0
11728,Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Gin,Dry Vermouth,Olive,,,,1 2/3 *30 ml ,1/3 *30 ml ,1,0,0,0,120,10,1,0,0,0,91,7,0,0,0,0
11007,Margarita,Ordinary Drink,Alcoholic,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,Tequila,Triple sec,Lime Juice,,,,1 1/2 *30 ml ,1/2 *30 ml ,1 *30 ml ,0,0,0,165,15,30,0,0,0,78,7,14,0,0,0
16196,Moranguito,Shot,Alcoholic,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,Absinthe,Tequila,Grenadine,,,,2/5 ,2/5 ,1/5 ,0,0,0,0.4,0.4,0.2,0,0,0,40,40,20,0,0,0
11959,Poppy Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,Gin,Creme de Cacao,,,,,1 1/2 *30 ml ,3/4 *30 ml white ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
11961,Port And Starboard,Ordinary Drink,Alcoholic,Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,Grenadine,Green Creme de Menthe,,,,,1 *15 ml ,1/2 *30 ml ,0,0,0,0,15,15,0,0,0,0,50,50,0,0,0,0
12196,Sidecar,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,Cognac,Cointreau,Lemon Juice,,,,2 *30 ml ,1/2 *30 ml ,1 *30 ml ,0,0,0,60,15,30,0,0,0,57,14,28,0,0,0
16985,Shot-gun,Shot,Alcoholic,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Jim Beam,Jack Daniels,Wild Turkey,,,,1,1,1 *30 ml ,0,0,0,1,1,30,0,0,0,3,3,93,0,0,0
17828,Tipperary,Cocktail,Alcoholic,Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,Irish Whiskey,Sweet Vermouth,Green Chartreuse,,,,2 *30 ml,1 *30 ml,1/2 *30 ml,0,0,0,60,30,15,0,0,0,57,28,14,0,0,0
